iter	Logloss
475	0.2189182541
476	0.2185704293
477	0.218199651
478	0.2180219131
479	0.2177678247
480	0.2170254792
481	0.2167621928
482	0.2163579347
483	0.2160408162
484	0.2158374511
485	0.2156506811
486	0.2153953492
487	0.2149795236
488	0.2146412386
489	0.2143455614
490	0.2138615742
491	0.2135701721
492	0.2131139688
493	0.2127384832
494	0.212193564
495	0.2117633745
496	0.2114359236
497	0.2110320469
498	0.2108238056
499	0.2106910415
500	0.2102090251
501	0.2099883378
502	0.209836906
503	0.2092473988
504	0.2088667329
505	0.2085810096
506	0.20818405
507	0.2076967491
508	0.2074096725
509	0.2072687322
510	0.2069221849
511	0.2064537722
512	0.2061464686
513	0.2059455407
514	0.205575243
515	0.2052575563
516	0.2048421532
517	0.2046751082
518	0.2044729212
519	0.2040480343
520	0.2038188389
521	0.2033905991
522	0.2032899945
523	0.2029712545
524	0.2027610624
525	0.2023758775
526	0.2018818507
527	0.2013216705
528	0.2010737405
529	0.2009230475
530	0.2004794553
531	0.2001067769
532	0.1996750216
533	0.1995649605
534	0.1993649123
535	0.1990328054
536	0.1986344093
537	0.1983402796
538	0.1981626063
539	0.1978108196
540	0.1975674934
541	0.1970668684
542	0.1967817543
543	0.1964697785
544	0.1961712006
545	0.1957310482
546	0.1955465343
547	0.1952434326
548	0.1950681375
549	0.1947997474
550	0.1945326585
551	0.1942766323
552	0.1939575748
553	0.1935367194
554	0.193422448
555	0.1930660141
556	0.1927760327
557	0.1923761203
558	0.1919241888
559	0.1914689063
560	0.190975439
561	0.1906712922
562	0.190527218
563	0.1902519204
564	0.1900358436
565	0.1896912257
566	0.1896643721
567	0.1893428519
568	0.1890353617
569	0.1888498764
570	0.188487851
571	0.1884083013
572	0.1880478188
573	0.1877198993
574	0.1874176969
575	0.1869824268
576	0.1867895164
577	0.1865703835
578	0.1863770223
579	0.1858262037
580	0.1854006584
581	0.185045414
582	0.1847966528
583	0.1846555796
584	0.1844792778
585	0.1842929062
586	0.1839936545
587	0.1838296213
588	0.1834333025
589	0.1830661679
590	0.1828101753
591	0.1826516636
592	0.1824811996
593	0.1820873085
594	0.1818431782
595	0.1816300568
596	0.1814350827
597	0.1813452009
598	0.1809802578
599	0.1806679142
600	0.1802480143
601	0.1801064549
602	0.1798089468
603	0.1795770103
604	0.1793804966
605	0.1790974615
606	0.179037423
607	0.1787992911
608	0.1784665245
609	0.1780453214
610	0.1777307175
611	0.1775322191
612	0.1772440724
613	0.1769591456
614	0.1767382786
615	0.1766473819
616	0.1762661718
617	0.1759907388
618	0.1757732227
619	0.1753974714
620	0.1751479771
621	0.1748265529
622	0.1747697809
623	0.1744559553
624	0.1741527149
625	0.1738833152
626	0.1738458798
627	0.1736536063
628	0.1733607256
629	0.173204301
630	0.1729529998
631	0.1727970425
632	0.1724721435
633	0.1720148806
634	0.1718475753
635	0.1714954626
636	0.1710798047
637	0.1709290301
638	0.1706451655
639	0.1703601593
640	0.1701048628
641	0.1698221321
642	0.1697847958
643	0.1695575131
644	0.169325276
645	0.1690720075
646	0.1689840275
647	0.1687361003
648	0.1684755326
649	0.1682429879
650	0.1677613744
651	0.1674518775
652	0.1672695305
653	0.1671341311
654	0.1670380538
655	0.1669724057
656	0.1665976955
657	0.1663389789
658	0.1657979343
659	0.165601739
660	0.1651923722
661	0.1649191674
662	0.1647552228
663	0.1644309219
664	0.1639447767
665	0.1636439896
666	0.1634691268
667	0.1633147946
668	0.1629270909
669	0.1625380927
670	0.162385125
671	0.1621200979
672	0.161828821
673	0.1615766395
674	0.1614823708
675	0.1612599226
676	0.1609021743
677	0.1603989032
678	0.1603578887
679	0.16024824
680	0.1598651432
681	0.1596764862
682	0.1593639156
683	0.1590052936
684	0.1587232997
685	0.1586681225
686	0.1583411721
687	0.1579311949
688	0.1574836808
689	0.1573057483
690	0.1570665608
691	0.1569150265
692	0.1566695812
693	0.1565317956
694	0.1563131349
695	0.155811679
696	0.1555788418
697	0.1552169731
698	0.1549574055
699	0.1548692215
700	0.1544428035
701	0.1542807838
702	0.1539334258
703	0.1536485844
704	0.1534356986
705	0.1532089745
706	0.1529833824
707	0.152689652
708	0.1524033774
709	0.1520657043
710	0.1516915516
711	0.1512326575
712	0.1509817344
713	0.1507746324
714	0.1506003596
715	0.1503982851
716	0.14983875
717	0.1496430235
718	0.1494891426
719	0.1492577417
720	0.1490107133
721	0.1486930876
722	0.1484489275
723	0.1481207823
724	0.1479180205
725	0.1476483606
726	0.1475560374
727	0.1472453095
728	0.1471344028
729	0.1470516906
730	0.1467585711
731	0.1465435207
732	0.1461746326
733	0.1460898476
734	0.1457884452
735	0.145698955
736	0.1454192993
737	0.1452624125
738	0.1451074843
739	0.1450788443
740	0.1448532078
741	0.1445472696
742	0.1443484791
743	0.144073155
744	0.1437601263
745	0.1435751566
746	0.1433929126
747	0.1431130603
748	0.1429730685
749	0.1427521828
750	0.1425035243
751	0.1420796577
752	0.1418382951
753	0.1416306295
754	0.1415136687
755	0.1412523346
756	0.1410926172
757	0.1410212763
758	0.1408667125
759	0.1408125513
760	0.1407053606
761	0.1404719231
762	0.1402462523
763	0.140028093
764	0.1400111423
765	0.1398409608
766	0.1395744498
767	0.1392459381
768	0.1390301887
769	0.1387114124
770	0.1384633916
771	0.1380931837
772	0.1377040213
773	0.1375053464
774	0.1372656979
775	0.1372374464
776	0.1369715459
777	0.136738858
778	0.1364611298
779	0.1362691774
780	0.1361807773
781	0.1359160014
782	0.1357143263
783	0.1353091295
784	0.1350512248
785	0.1349393416
786	0.1346389231
787	0.1344667189
788	0.1341678842
789	0.1339975632
790	0.1337710347
791	0.1336715569
792	0.1334634079
793	0.1334048792
794	0.1333062754
795	0.1331153156
796	0.1328015607
797	0.132704841
798	0.1325490294
799	0.1324718318
800	0.13225583
801	0.1320210062
802	0.1319917966
803	0.1317454201
804	0.1313780423
805	0.1312405858
806	0.1311512001
807	0.1309896463
808	0.1307749358
809	0.1304774098
810	0.1301954711
811	0.1300689387
812	0.1299260032
813	0.1296995176
814	0.1293583302
815	0.1293385648
816	0.1290149125
817	0.1286466772
818	0.1284842813
819	0.1282849355
820	0.1280803939
821	0.1279479274
822	0.127709068
823	0.127541954
824	0.1273214079
825	0.127065471
826	0.1268288653
827	0.1266633371
828	0.1262742679
829	0.1261687694
830	0.1259516975
831	0.1258232411
832	0.1256167614
833	0.1252815278
834	0.1250991985
835	0.1248641838
836	0.1248193364
837	0.1245517271
838	0.1243780787
839	0.1243082978
840	0.1240955926
841	0.1237397326
842	0.1235304218
843	0.1232064028
844	0.1230387584
845	0.1228499728
846	0.1228163499
847	0.1226008328
848	0.1223798042
849	0.1221354326
850	0.1218658622
851	0.1216575709
852	0.1214731429
853	0.1213603559
854	0.1211478066
855	0.1209815769
856	0.120812189
857	0.1206394713
858	0.1205753855
859	0.1202884887
860	0.1202162363
861	0.1199913646
862	0.1199665024
863	0.1197423509
864	0.1195933795
865	0.1193895624
866	0.1193238909
867	0.1191504384
868	0.1190095848
869	0.1186642538
870	0.118503459
871	0.1183667142
872	0.1180575508
873	0.1179775977
874	0.1178341916
875	0.117446893
876	0.1172939261
877	0.1170218542
878	0.11667626
879	0.1166281713
880	0.1163574579
881	0.1161233453
882	0.1158082776
883	0.1156739635
884	0.1155705175
885	0.115540011
886	0.1153427228
887	0.1151470817
888	0.1148963711
889	0.1147071927
890	0.1145506527
891	0.1144721551
892	0.1143650324
893	0.1142641636
894	0.1140871786
895	0.1139148223
896	0.1136674021
897	0.1134805672
898	0.1133051704
899	0.1131480238
900	0.1131021698
901	0.11293721
902	0.1126784763
903	0.112530401
904	0.1125105911
905	0.1121885033
906	0.1120418076
907	0.1119290972
908	0.1117959829
909	0.1115313963
910	0.1114088515
911	0.1111278133
912	0.1108804872
913	0.1107981606
914	0.1105931162
915	0.1104377569
916	0.1103458181
917	0.1102347224
918	0.1100024637
919	0.1097858319
920	0.1095460917
921	0.1093065131
922	0.108975379
923	0.1088435438
924	0.1086062602
925	0.1084619793
926	0.1082275742
927	0.1079602441
928	0.1078488741
929	0.1076212992
930	0.1074045473
931	0.1072243412
932	0.1072071606
933	0.1070044161
934	0.10686341
935	0.1067649529
936	0.1065591713
937	0.1063872567
938	0.1063408336
939	0.1062517101
940	0.1061306296
941	0.1060142902
942	0.1058663681
943	0.1056740908
944	0.1054304151
945	0.1052711
946	0.1051088427
947	0.1049807668
948	0.1049029454
949	0.104704923
950	0.1045713264
951	0.1043797875
952	0.1043153653
953	0.1041037842
954	0.1039701903
955	0.1037501461
956	0.103604088
957	0.1034261849
958	0.1031890029
959	0.1031385145
960	0.1029941565
961	0.1028513721
962	0.1027309192
963	0.1026152847
964	0.1024342539
965	0.10232854
966	0.1022524701
967	0.1021051862
968	0.1019297747
969	0.1017055604
970	0.101620719
971	0.1015473832
972	0.1014275839
973	0.1012481996
974	0.1009830694
975	0.1008657268
976	0.100667423
977	0.1005620344
978	0.1003488953
979	0.1002660423
980	0.1001453796
981	0.1000168396
982	0.09991274734
983	0.09974199918
984	0.09958090044
985	0.09945794169
986	0.09927165834
987	0.09925082322
988	0.09912630679
989	0.09889509217
990	0.0987137771
991	0.09858318752
992	0.09846635342
993	0.09834032874
994	0.0981130325
995	0.09793015933
996	0.09774813564
997	0.09756973696
998	0.09737293032
999	0.09716555011
